ID,Sample_IDr,SD3_mach,SD3_narc,SD3_psych,DD_mach,DD_narc,DD_psych,MACH_total,NPI_total,SRP_total,SRP_ca,SRP_ipm,HEXACO_HH,HH_sincerity,HH_fairness,HH_greedavoid,HH_modesty,IPIP_A,ipip_a1,ipip_a2,ipip_a3,ipip_a4,ipip_a5,ipip_a6,BFI_A,BFI2_A,BFI2_compassion,BFI2_respect,BFI2_trust,HH_modesty_DD.60,HH_modesty_SD3.60,HH_sincerity_SC.60,SRP_total_HH.60,ipip_a2_DD.60,DD_psych_IPIP.60,ipip_a2_SD3.60,ipip_a2_SC.60,NPI_total_IPIP.60,MACH_total_IPIP.60,SRP_total_IPIP.60,SD3_psych_BFI_.60,SRP_total_BFI.60,BFI2_compassion_DD.60,SD3_psych_BFI2.60,BFI2_compassion_SC.60,SRP_total_BFI2.60,SRP_ipm_DD.60,SRP_ca_DD.60,DD_mach_SRP.60,SRP_ipm_SD3.60,SRP_els,SRP_asb,ipip1,ipip2,ipip3,ipip4,ipip5,ipip6,ipip7,ipip8,ipip9,ipip10,ipip11,ipip12,ipip13,ipip14,ipip15,ipip16,ipip17,ipip18,ipip19,ipip20,ipip21,ipip22,ipip23,ipip24,ipip25,ipip26,ipip27,ipip28,ipip29,ipip30,ipip31,ipip32,ipip33,ipip34,ipip35,ipip36,ipip37,ipip38,ipip39,ipip40,ipip41,ipip42,ipip43,ipip44,ipip45,ipip46,ipip47,ipip48,ipip49,ipip50,ipip51,ipip52,ipip53,ipip54,ipip55,ipip56,ipip57,ipip58,ipip59,ipip60,ipip61,ipip62,ipip63,ipip64,ipip65,ipip66,ipip67,ipip68,ipip69,ipip70,ipip71,ipip72,ipip73,ipip74,ipip75,ipip76,ipip77,ipip78,ipip79,ipip80,ipip81,ipip82,ipip83,ipip84,ipip85,ipip86,ipip87,ipip88,ipip89,ipip90,ipip91,ipip92,ipip93,ipip94,ipip95,ipip96,ipip97,ipip98,ipip99,ipip100,ipip101,ipip102,ipip103,ipip104,ipip105,ipip106,ipip107,ipip108,ipip109,ipip110,ipip111,ipip112,ipip113,ipip114,ipip115,ipip116,ipip117,ipip118,ipip119,ipip120,npi1,npi2,npi3,npi4,npi5,npi6,npi7,npi8,npi9,npi10,npi11,npi12,npi13,npi14,npi15,npi16,npi17,npi18,npi19,npi20,npi21,npi22,npi23,npi24,npi25,npi26,npi27,npi28,npi29,npi30,npi31,npi32,npi33,npi34,npi35,npi36,npi37,npi38,npi39,npi40,SD3_1,SD3_2,SD3_3,SD3_4,SD3_5,SD3_6,SD3_7,SD3_8,SD3_9,SD3_10,SD3_11,SD3_12,SD3_13,SD3_14,SD3_15,SD3_16,SD3_17,SD3_18,SD3_19,SD3_20,SD3_21,SD3_22,SD3_23,SD3_24,SD3_25,SD3_26,SD3_27,DD_1,DD_2,DD_3,DD_4,DD_5,DD_6,DD_7,DD_8,DD_9,DD_10,DD_11,DD_12,MACH1,MACH2,MACH3,MACH4,MACH5,MACH6,MACH7,MACH8,MACH9,MACH10,MACH11,MACH12,MACH13,MACH14,MACH15,MACH16,MACH17,MACH18,MACH19,MACH20,BFI_A1,BFI_A2,BFI_A3,BFI_A4,BFI_A5,BFI_A6,BFI_A7,BFI_A8,BFI_A9,srp1,srp2,srp3,srp4,srp5,srp6,srp7,srp8,srp9,srp10,srp11,srp12,srp13,srp14,srp15,srp16,srp17,srp18,srp19,srp20,srp21,srp22,srp23,srp24,srp25,srp26,srp27,srp28,srp29,srp30,srp31,srp32,srp33,srp34,srp35,srp36,srp37,srp38,srp39,srp40,srp41,srp42,srp43,srp44,srp45,srp46,srp47,srp48,srp49,srp50,srp51,srp52,srp53,srp54,srp55,srp56,srp57,srp58,srp59,srp60,srp61,srp62,srp63,srp64,BFI2_A1,BFI2_A2,BFI2_A3,BFI2_A4,BFI2_A5,BFI2_A6,BFI2_A7,BFI2_A8,BFI2_A9,BFI2_A10,BFI2_A11,BFI2_A12,HH1,HH2,HH3,HH4,HH5,HH6,HH7,HH8,HH9,HH10,HH11,HH12,HH13,HH14,HH15,HH16,ipip96r,ipip76r,ipip106r,ipip81r,ipip111r,ipip56r,ipip86r,ipip116r,ipip67r,ipip97r,ipip102r,ipip38r,ipip68r,ipip98r,ipip43r,ipip73r,ipip103r,ipip18r,ipip48r,ipip78r,ipip108r,ipip23r,ipip53r,ipip83r,ipip113r,ipip58r,ipip88r,ipip118r,ipip94r,ipip9r,ipip39r,ipip69r,ipip99r,ipip104r,ipip19r,ipip49r,ipip79r,ipip109r,ipip24r,ipip54r,ipip84r,ipip114r,ipip119r,ipip70r,ipip100r,ipip75r,ipip105r,ipip110r,ipip55r,ipip85r,ipip115r,ipip30r,ipip60r,ipip90r,ipip120r,ipip_n1,ipip_n2,ipip_n3,ipip_n4,ipip_n5,ipip_n6,ipip_e1,ipip_e2,ipip_e3,ipip_e4,ipip_e5,ipip_e6,ipip_o1,ipip_o2,ipip_o3,ipip_o4,ipip_o5,ipip_o6,ipip_c1,ipip_c2,ipip_c3,ipip_c4,ipip_c5,ipip_c6,npi1_r,npi2_r,npi3_r,npi4_r,npi5_r,npi6_r,npi7_r,npi8_r,npi9_r,npi10_r,npi11_r,npi12_r,npi13_r,npi14_r,npi15_r,npi16_r,npi17_r,npi18_r,npi19_r,npi20_r,npi21_r,npi22_r,npi23_r,npi24_r,npi25_r,npi26_r,npi27_r,npi28_r,npi29_r,npi30_r,npi31_r,npi32_r,npi33_r,npi34_r,npi35_r,npi36_r,npi37_r,npi38_r,npi39_r,npi40_r,SD3_11r,SD3_15r,SD3_17r,SD3_20r,SD3_25r,MACH2r,MACH4r,MACH9r,MACH12r,MACH13r,MACH14r,MACH15r,MACH16r,MACH19r,MACH20r,srp5_r,srp6_r,srp11_r,srp14_r,srp16_r,srp18_r,srp19_r,srp21_r,srp22_r,srp23_r,srp24_r,srp25_r,srp26_r,srp31_r,srp34_r,srp36_r,srp38_r,srp44_r,srp46_r,srp47_r,srp61_r,HH1.r,HH2.r,HH6.r,HH7.r,HH9.r,HH11.r,HH12.r,HH14.r,HH15.r,HH16.r,BFI_A1.r,BFI_A3.r,BFI_A6.r,BFI_A8.r,BFI2_A3.r,BFI2_A4.r,BFI2_A5.r,BFI2_A8.r,BFI2_A9.r,BFI2_A10.r,Gender,Ethnicity,Age,Education
2,1,3,2.666666667,3.111111111,3.75,3.5,6.5,3.25,0.5,2.875,3,3.125,11.75,3.5,3,2.5,2.75,17.25,2.75,2.75,2.75,2.75,3,3.25,3.111111111,9.5,3,3,3.5,2.666666667,2.666666667,3.666666667,2.875,2.666666667,5.666666667,2.666666667,3,0.487179487,3.315789474,2.85483871,3,2.873015873,3.333333333,3,2.666666667,2.85483871,3.133333333,3,3.666666667,3.214285714,3.3125,2.0625,4,3,4,2,3,2,4,4,4,3,4,4,3,2,3,4,3,3,2,3, ,4,4,3,5,2,3,4,3,2,3,4,3,4,3,2,4,1,4,3,2,4,3,3,4,3,2,4,4,4,3,2,4,3,3,3,3,5,4,2,4,3,3,2,4,2,4,3,2,3,5,4,2,2,4,3,3,2,3,4,5,4,2,3,4,3,4,3,3,2,4,2,4,3,5,4,2,4,3,3,5,2,4,2,4,5,3,3,4,3,4,3,4,3,4,2,4,3,3,4,2,1,4,1,4,1,1,1,4,1,4,4,1,1,1,4,1,1,1,1,2,2,1,1,1,2,1,2,1,1,2,2,2,2,2,1,2,2,1,1,4,2,2,5,3,2,3,3,3,2,4,4,2,2,4,5,5,4,3,3,4,2,4,4,3,2,3,5,4,3,2,4,8,9,5,5,4,3,3,3,2,4,3,4,3,2,4,4,4,3,3,4,4,2,3,4,3,2,2,3,3,2,3,4,5,4,3,3,4,2,2,1,5,5,4,3,4,3,2,1,4,3,4,3,2,5,2,1,2,1,4,2,4,3,3,4,1,4,3,4,1,5,2,2,3,4,3,3,4,2,1,3,3,2,1,3,4,4,3,3,2,4,3,3,3,4,4,3,2,1,3,1,4,3,2,4,2,4,4,4,3,4,3,3,3,2,2,3,5,4,3,3,3,3,3,4,3,3,4,3,2,3,1,1,2,3,3,4,2,4,4,5,3,2,3,4,2,3,2,4,3,2,2,4,2,1,3,3,3,2,2,4,3,4,4,2,3,2,3,3,3,3,3,3,3,2,2,3,3,2,2,4,4,4,2,3.75,2,4,2.75,2,3,3,3.5,4,2.75,3.25,3.5,3.5,3.5,3,3,2.5,2.75,3.75,3,2.75,3.5,3,3.5,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,2,2,1,3,3,4,3,2,3,2,2,4,3,4,4,1,1,4,3,3,1,4,4,5,2,4,2,3,3,1,4,2,3,4,5,4,3,4,2,3,3,3,2,3,2,3,3,4,1,3,4,2,4,2,3,2,1,5,23,4
3,2,3.777777778,3.444444444,3.444444444,4.5,3.75,4.5,3,0.6,3.234375,3.3125,2.875,12.25,2.75,3.25,2.75,3.5,18.5,4.5,1.75,3.5,2.25,2.5,4,3.222222222,9.5,3.5,3,3,3.666666667,3,3.333333333,3.234375,1.666666667,4.666666667,1.666666667,1.666666667,0.58974359,3.052631579,3.274193548,3.375,3.222222222,3.333333333,3.375,3.333333333,3.258064516,2.933333333,3.266666667,5,2.785714286,3.3125,3.4375,1,2,3,5,5,2,5,5,4,4,1,5,4,5,5,4,4,3,3,4,1,5,1,4,5,4,3,4,4,5,3,4,5,4,5,1,4,1,4,5,3,4,5,4,5,4,5,2,4,5,3,4,5,4,4,5,4,4,5,4,3,3,4,5,4,4,1,2,5,4,3,4,2,4,5,2,2,5,3,4,2,4,4,3,4,5,4,4,5,4,1,5,4,2,4,4,3,4,4,5,3,4,4,5,4,4,3,4,5,5,5,3,2,3,4,5,4,3,4,4,1,2,1,4,1,1,1,1,4,4,4,1,1,1,4,1,1,1,2,1,1,1,1,1,2,2,1,2,1,1,1,1,2,2,1,1,2,2,1,1,4,5,2,3,4,3,4,5,4,3,3,4,5,3,4,5,4,4,5,5,4,4,4,4,1,1,3,4,5,3,3,4,5,4,5,8,3,3,4,4,5,3,3,4,4,3,3,4,4,4,5,4,4,3,4,5,3,2,3,4,5,3,3,4,3,4,5,4,4,5,3,4,3,4,2,2,3,3,4,4,3,4,3,5,4,3,2,2,3,4,2,5,4,3,4,5,3,2,3,4,4,4,5,3,4,3,1,4,5,3,4,4,4,2,1,3,4,3,4,5,3,3,4,4,5,3,3,4,5,3,3,4,4,5,4,4,4,3,4,5,4,2,4,5,1,3,2,5,3,2,3,4,5,3,2,4,2,3,4,3,2,4,2,4,1,1,1,1,5,3,2,5,4,2,1,4,2,3,4,1,2,5,1,2,4,2,2,3,4,2,2,1,2,1,3,2,3,1,2,2,3,3,2,2,1,1,2,1,2,2,2,1,2,2,2,2,2.25,2.5,3.5,2.25,1.75,3.5,4.25,3.75,3.5,4,3.75,4,4,2.75,2.5,3,2.75,4.5,3,3.25,3.5,2.75,1.75,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,3,2,2,1,5,1,3,2,1,2,2,3,2,4,3,3,2,2,2,1,3,4,3,2,4,1,2,3,3,2,3,3,2,4,5,1,5,3,4,3,1,4,2,3,2,3,2,3,3,1,2,2,2,1,2,4,2,5,33,9
4,2,3.888888889,3,3.444444444,4,3.5,4.75,2.65,0.525,3.046875,3.125,3.25,12.25,3,3,2.75,3.5,18.75,3.5,3.25,2.75,2.75,3,3.5,3,9.25,2.75,3.5,3,3.666666667,3.333333333,3,3.046875,3.333333333,4.666666667,3.333333333,3.333333333,0.538461538,2.684210526,3.048387097,3.375,3.079365079,3,3.375,2.666666667,3.080645161,3.333333333,3.266666667,4,3.428571429,3.1875,2.625,2,3,4,4,4,4,4,3,3,2,2,2,3,3,3,4, ,3,3,3,4,4,2,3,3,4,4,4,4,3,3,3,3,4,4,4,3,2,2,2,2,2,3,3,3,3,3,4,4,3,3,3, ,3,3,4,4,4,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,2,3,3,2,3,3,4,4,3,4,4,3,3,3,2,3,3,3,3,4,4,4,3,2,2,1,1,4,4,1,4,1,1,1,4,1,1,4,1,1,4,1,1,1,2,1,1,1,2,2,1,1,1,2,1,2,1,1,1,2,4,1,1,1,2,3,4,4,5,5,4,4,4,1,2,4,3,3,2,2,2,2,2,2,3,4,4,2,3,4,5,3,3,4,4,4,5,5,5,4,4,4,4,3,3,4,4,3,2,2,2,2,2,4,4,3,4,4,4,3,2,2,4,3,3,3,3,3,3,3,3,3,2,2,3,5,4,5,3,2,2,5,5,1,4,4,5,4,1,5,2,1,5,5,4,3,2,3,4,3,2,3,4,4,3,5,2,1,1,1,1,5,4,4,5,4,5,2,1,5,1,5,3,5,5,3,5,3,4,4,4,3,3,2,3,4,3,3,3,2,2,2,2,3,3,4,4,4,3,4,4,4,3,2,3,3,3,4,4,2,3,4,4,3,3,3,2,3,4,2,3,2,3,4,3,4,3,3,3,3,2,3,2,3,3,4, ,3,3,2,3,2,3,3,4,3,3,2,3,2,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,2,4,2.5,3.5,2.5,3,3.5,2.75,3,3.5,2.5,3.333333333,3.25,3.75,3.25,3.25,2.75,2.75,3.333333333,2.75,3.5,2.75,3,3,3,3,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,0,0,0,1,1,0,4,4,4,4,3,3,2,4,2,3,2,2,2,4,2,2,1,1,2,2,1,4,1,1,2,3,4,3,2,1,5,5,2,4,5,3,3,2,4,3,3,2,4,2,2,3,3,3,3,3,3,4,4,3,3,2,1,1,23,7
5,2,3.888888889,3.444444444,3.222222222,5,3.5,4.5,2.9,0.475,2.5625,2.625,2.5625,11.25,3.25,2.75,2.5,2.75,19,3.75,3.25,3,2.75,2.25,4,4.111111111,12.75,4,4.25,4.5,3,2.666666667,3.333333333,2.5625,3,4.333333333,3,3.333333333,0.487179487,2.947368421,2.548387097,3.375,2.555555556,4,3.375,3.666666667,2.548387097,2.666666667,2.6,5.333333333,2.571428571,2.6875,2.375,4,4,4,4,4,2,3,4,3,4,4,4,4,4,4,4,4,4,4,4,2,4,3,4,4,4,3,3,4,4,4,4,3,4,4,2,4,4,4,4,2,4,4,4,4,4,4,3,4,4,4,4,4,4,2,4,4,3,4, ,3,4,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,4,4,4,4,4,4,3,4,4,3,3,3,3,2,2,3,2,3,4,4,3,3,4, ,3,3,4,3,4,3,3,2,2,3,2,2,1,2,4,1,4,1,1,1,4,4,1,4,4,1,1,4,4,1,2,1,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,2,4,2,1,1,4,4,4,4,4,3,4,4,4,4,4,3,4,4,3,4,3,4,3,3,4,4,2,4,3,2,4,2,2,5,5,4,5,5,4,3,4,5,8,3,4,4,3,3,3,4,4,3,3,2,4,4,4,3,2,3,4,4,4,1,1,1,4,4,1,4,1,4,2,2,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,3,2,3,4,3,3,4,4,4,4,4,2,5,4,4,3,3,4,4,3,3,1,4,2,5,3,4,4,3,3,1,3,3,4,1,1,1,1,1,1,1,1,1,5,5,2,4,2,5,5,2,2,2,4,5,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,3,4,3,4,2,2,2,4,3,3,3,2,3,4,2,4,2,2,3,4, ,3,2,4,2,3,2,3,3,3,2,4,4,2,2,2,4,3,2,2,2,3,4,4,3,4,3,3,4,2,3,2, ,2,4,3.5,2.5,2.5,3.75,3,3,4,3.25,3.25,3.5,3.75,3.25,3.75,3.25,3,3,2.75,2.75,3.5,3.75,3.75,3.25,3.25,2.666666667,1,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,2,3,3,3,3,2,3,3,2,2,2,3,4,2,2,5,5,2,5,5,5,5,5,3,4,3,2,3,2,1,2,3,2,1,3,5,2,2,2,2,3,2,2,3,2,2,5,5,5,5,4,2,4,4,4,4,1,1,33,9
6,2,1.555555556,2.444444444,1,1,1,2.25,2.2,0.325,1.53125,1.1875,1.75,12.5,2.5,4,1.75,4.25,26.25,4.25,4,5,5,3,5,4.888888889,15,5,5,5,4.333333333,4.666666667,2.333333333,1.53125,3.666666667,1.666666667,3.666666667,4.333333333,0.333333333,2.210526316,1.532258065,1,1.53968254,5,1,5,1.532258065,1.8,1.2,1,1.857142857,2.0625,1.125,3,4,5,4,4,2,3,5,3,3,2,3,4,5,5,3,4,3,1,4,5,5,1,3,4,2,5,5,5,2,1,4,3,4,3,3,4,1,3,3,1,3,2,5,5,2,2,2,1,4,3,4,1,4,3,4,5,1,5,1,1,4,5,4,4,2,2,1,1,4,1,4,2,5,1,4,5,2,1,5,1,3,1,4,3,4,5,1,5,2,2,4,4,1,4,4,2,1,1,4,1,2,3,1,1,4,5,2,1,1,2,1,1,1,1,4,5,3,1,1,1,2,4,1,4,4,1,1,4,4,4,4,4,4,1,1,1,4,1,1,2,1,1,2,1,2,2,1,2,2,1,1,2,1,1,2,2,2,2,2,3,1,2,2,1,1,2,1,1,2,2,1,1,3,2,2,3,2,1,5,1,1,1,1,5,1,1,1,1,1,1,1,1,4,3,1,1,1,1,2,3,1,5,2,3,2,5,3,2,1,4,3,4,3,4,1,2,3,5,1,5,1,5,4,1,5,1,5,1,3,2,4,5,5,1,1,1,1,5,1,1,1,1,5,1,5,5,1,5,3,5,4,5,5,1,1,1,1,4,2,2,5,1,2,1,1,1,1,1,1,1,5,2,3,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,3,3,1,3,2,1,4,5,3,3,4,1,2,1,4,2,2,2,2,5,4,2,2,2,4,4,4,5,5,5,4,4,3,3,4,4,4,5,5,5,5,5,5,3,5,3,3,5,5,5,5,5,5,5,3,2,2,5,5,2,2,5,5,5,3,3,5,4,5,4,5,1.75,2.25,1.25,2.25,4.25,2,4,3.75,3.5,4,3.25,5,4.25,5,3.75,3.75,5,4.5,3.75,2.5,5,4.5,3.75,4.5,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,4,4,3,1,1,3,1,3,2,3,2,3,2,3,1,1,1,1,5,1,1,1,1,3,1,2,1,1,2,1,4,5,1,3,4,5,3,3,5,2,3,2,5,5,2,4,5,5,5,5,5,5,5,5,5,5,2,1,39,8
7,2,4.111111111,3.111111111,3.111111111,5.75,4.25,4.25,3.5,0.45,2.921875,3.1875,3.4375,11,3,2.5,2.25,3.25,16.75,1.75,2.75,3,2.75,3.25,3.25,2.777777778,8.5,3.25,3.75,1.5,3,3.666666667,3.333333333,2.921875,2.666666667,4.333333333,2.666666667,2.666666667,0.461538462,3.473684211,2.919354839,3,2.904761905,3.666666667,3,3,2.887096774,3.4,3.133333333,5,3.357142857,3.4375,1.625,4,4,5,2,5,4,5,5,3,2,4,4,4,4,5,3,3,2,3,4,5,5,2,3,4,3,2,4,4,2,3,1,5,2,4,5,3,1,4,3,3,4,2,3,3,2,2,3,2,5,4,5,2,2,2,3,4,1,4,4,2,2,5,1,4,3,2,1,3,3,4,4,2,3,2,3,2,2,4,5,3,4,2,4,3,4,4,1,3,3,4,2,5,4,5,2,3,1,3,4,3,2,3,4,2,4,4,3,4,3,2,4,2,2,2,4,4,3,4,3,1,2,1,1,1,4,1,1,4,4,4,4,1,1,1,1,4,1,1,1,2,2,1,1,1,1,2,1,2,2,1,1,1,1,2,1,4,2,2,2,5,4,4,5,4,3,5,3,4,4,4,3,2,4,4,2,2,5,2,3,3,2,4,4,4,4,4,4,4,4,5,5,4,4,4,8,8,5,2,4,1,3,3,4,4,4,4,2,2,4,2,3,2,4,2,1,4,2,3,4,4,2,2,2,4,3,2,2,4,5,2,5,5,5,3,4,5,2,5,1,4,4,2,2,2,5,4,2,4,2,1,2,2,4,2,4,2,1,2,3,5,5,4,4,4,2,2,4,4,4,1,3,3,1,2,5,1,4,2,4,2,4,4,2,1,2,4,5,2,1,1,1,4,4,4,3,2,1,4,3,5,4,4,2,4,5,2,2,4,2,3,4,4,3,4,3,4,4,4,2,4,3,2,3,4,3,2,2,4,3,4,5,5,5,4,4,3,4,3,4,3,4,4,4,4,5,5,3,2,3,2,3,3,2,3,4,2,2,3,4,2,4,2,3,2,4,4,3,4,3,4,4,2,3,3,3.25,4,3.5,2.5,4,2.5,2.25,3.75,4,2.75,4.5,3.5,5,5,3.75,3.5,4,4.25,4.5,2.5,4,4.25,3.75,3,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,2,2,4,3,2,5,3,4,4,3,4,2,4,4,3,1,1,1,2,4,1,2,2,4,5,4,4,2,4,1,2,4,3,5,4,4,2,1,4,3,2,2,3,2,2,4,2,4,2,4,2,3,4,3,1,2,2,5,24,5
8,1,1.777777778,1.333333333,1,1.25,1.25,1,2.25,0.05,1.234375,1.3125,1.375,19.75,5,5,4.75,5,27,3.75,5,4.25,5,5,4,4.666666667,14,4.5,5,4.5,5,5,5,1.234375,5,1,5,5,0.051282051,2.210526316,1.193548387,1,1.238095238,4.333333333,1,4.666666667,1.209677419,1.4,1.333333333,1.333333333,1.428571429,1.25,1,3,3,3,4,5,4,1,5,1,5,1,3,2,4,5,2,4,5,1,4,1,4,5,1,4,1,3,1,4,1,1,3,1,3,4,3,2,1,1,5,1,2,2,4,5,2,3,3,1,3,1,3,4,1,2,4,4,5,4,1,1,4,1,3,5,1,5,2,1,1,1,3,3,4,1,3,5,3,1,4, ,1,4,1,1,5,5,1,3,1,3,4,1,1,2,2,4,1,1,1,3,3,4,1,1,4,4,4,1,1,4,1,5,1,2,4,3,1,1,1,2,2,4,1,1,4,1,4,1,1,4,4,4,4,1,4,1,1,1,1,1,1,1,2,2,1,2,1,1,2,2,1,2,2,1,2,4,2,2,1,5,1,1,1,1,1,4,1,1,2,4,1,1,1,4,1,5,1,1,5,1,1,1,1,5,1,1,1,1,2,1,1,1,1,1,1,1,1,2,3,2,3,5,3,1,3,3,3,1,1,5,2,3,4,1,1,1,5,5,1,4,1,4,4,1,5,1,5,1,2,1,1,5,5,1,1,1,1,4,1,1,1,1,5,1,5,5,1,5,5,5,3,5,4,1,1,1,1,5,1,2,5,1,5,1,3,1,1,1,1,1,4,1,5,5,1,1,3,1,1,1,1,1,1,1,1,1,1,5,1,1,1,4,5,1,1,1,4,4,1,1,1,5,4,1,1,4,5,5,1,1,5,1,5,1,1,5,1,1,1,4,3,2, ,2,2,1,2,1,2,3,5,4,5,4,3,2,1,3,3,2,1,2,2,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,2,3,1.5,2.25,1.333333333,1.5,3.5,1.5,2.75,4,2.25,3.75,1.5,4.75,2.75,2.25,1.5,3,4,5,5,4,4.25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,4,1,3,1,4,3,2,5,1,1,1,1,2,5,1,1,1,1,1,1,3,1,2,1,1,1,3,2,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,28,8
9,1,3.222222222,4.444444444,3.777777778,7.25,3.75,1.75,2.95,0.4,2.078125,2,2.25,8.5,1.25,3.25,1.75,2.25,20.75,4.5,3,3.75,4.5,1,4,4.888888889,14.5,5,4.75,4.75,2.333333333,1.666666667,1.333333333,2.078125,3.333333333,2,3.333333333,2.333333333,0.384615385,3,2.112903226,3.625,2.095238095,5,3.625,5,2.112903226,2.266666667,2.066666667,9,2.285714286,2.4375,1.625,1,5,5,5,5,1,1,5,1,5,1,5,5,5,5,2,3,4,1,5,1,5,1,5,5,1,5,5,5,3,1,5,5,4,5,1,5,1,5,2,1,5,1,5,5,2,4,1,2,2,2,5,1,5,1,4,5,4,4,5,1,5,5,5,4,1,1,2,2,3,2,5,5,1,1,2,5,2,2,5,5,5,1,5,1,1,5,3,2,2,1,5,1,2,5,5,5,1,4,1,1,2,2,2,3,5,5,5,1,1,5,5,1,5,2,5,5,5,1,1,2,1,4,1,4,4,1,4,1,4,1,4,1,4,1,4,1,4,1,2,2,1,2,1,2,1,2,1,2,1,2,1,1,2,2,1,2,2,1,2,1,5,1,2,5,5,1,5,4,5,1,5,5,4,1,5,5,5,4,1,5,1,5,1,1,4,4,1,3,9,2,1,2,1,3,9,2,9,9,2,4,4,4,4,4,2,5,5,4,3,5,1,4,3,4,4,5,3,5,1,5,1,5,5,1,5,2,5,2,2,3,2,1,5,2,2,3,1,2,1,2,3,1,2,4,3,4,1,4,5,5,5,3,5,2,3,2,1,1,5,3,5,2,3,1,5,1,1,1,2,1,2,3,5,2,3,2,3,1,1,2,2,1,3,2,2,1,1,4,1,1,1,5,5,1,1,2,5,5,1,2,1,5,5,5,4,1,4,1,2,5,1,5,5,4,4,2,4,3,4,1,4,1,1,1,2,5,1,5,1,4,5,4,5,5,1,4,2,5,4,1,5,5,5,5,2,3,1,4,5,1,4,2,4,5,4,4,5,1,1,1,1,5,3,5,5,3,5,5,5,4,3,1,4,5,1,1,1.25,2.25,1.25,2.25,5,3,4.75,4.25,5,5,4,4.75,3.75,3,5,2.75,4.75,3.75,4.5,4.25,4.75,3.25,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,5,5,1,5,5,2,2,1,1,5,2,3,2,3,1,5,1,4,3,4,3,2,2,1,1,1,3,1,5,1,3,1,4,1,4,2,1,2,4,1,1,2,2,2,3,2,5,5,5,4,5,5,4,5,4,5,1,1,44,8
